Day,Time,Student,Activity
42,17:30:34,A046,Submitted Homework 3 in Estonian
42,17:31:05,A046,Started Homework 4 in Estonian
42,18:20:05,A035,Viewed the feedback on Homework 2 in Estonian
42,18:21:06,A038,Viewed Week 1 lecture slides
42,18:22:14,A064,Viewed Week 4 study materials in Estonian
42,18:22:23,A064,Viewed Week 5 study materials in Estonian
42,18:22:27,A064,Viewed Week 3 study materials in Estonian
42,18:23:01,A052,Viewed the feedback on Homework 2 in Estonian
42,18:24:57,A096,Viewed the feedback on Homework 2 in English
42,18:25:10,A096,Viewed the feedback on Homework 1 in Estonian
42,18:27:57,A064,Viewed Week 4 study materials in Estonian
42,18:29:37,A090,Viewed the course information page
42,18:31:32,A021,Viewed Week 6 study materials in English
42,18:57:15,A094,Started Homework 4 in Estonian
42,20:33:02,A041,Viewed Week 1 lecture slides
42,20:49:36,A017,Started Homework 3 in English
42,21:00:45,A027,Viewed Week 5 lecture slides
42,21:09:51,A033,Submitted Homework 3 in English
42,21:37:11,A036,Viewed the feedback on Homework 2 in Estonian
42,21:53:00,A079,Started Homework 3 in Estonian
42,22:08:40,A088,Viewed Week 2 study materials in Estonian
42,22:35:16,A064,Viewed sample solutions of Homework 2
42,22:35:37,A052,Watched Week 6 lecture recording
42,22:37:42,A064,Viewed sample solutions of Homework 2
42,22:52:57,A001,Viewed Week 6 study materials in Estonian
42,23:40:44,A024,Viewed Week 4 study materials in Estonian
43,00:11:39,A067,Submitted Homework 3 in Estonian
43,00:51:23,A052,Started Homework 4 in Estonian
43,00:51:52,A052,Viewed the feedback on Homework 2 in Estonian
43,00:58:09,A027,Viewed the feedback on Homework 2 in English
43,01:00:24,A027,Viewed the feedback on Homework 2 in English
43,01:02:21,A027,Viewed Week 6 lecture slides
43,01:09:09,A088,Viewed Week 2 study materials in Estonian
43,01:09:28,A088,Viewed Week 4 study materials in Estonian
43,01:10:44,A088,Submitted Homework 3 in Estonian
43,01:18:41,A027,Viewed the feedback on Homework 2 in English
43,01:48:53,A052,Watched Week 4 lecture recording
43,01:51:38,A052,Watched Week 5 lecture recording
43,01:55:40,A052,Viewed Week 6 study materials in Estonian
43,01:55:43,A052,Viewed Week 6 study materials in Estonian
43,01:57:59,A052,Viewed the feedback on Homework 2 in Estonian
43,02:06:59,A027,Viewed the feedback on Homework 2 in English
43,09:18:00,A019,Viewed the feedback on Homework 2 in Estonian
43,09:24:58,A064,Viewed Week 6 study materials in Estonian
43,09:49:28,A018,Viewed Week 6 study materials in Estonian
43,09:51:21,A082,Viewed sample solutions of Homework 2
43,09:53:05,A082,Viewed the feedback on Homework 2 in Estonian
43,09:53:52,A082,Viewed Week 5 study materials in Estonian
43,09:54:07,A031,Viewed Week 6 study materials in Estonian
43,09:54:09,A082,Viewed Week 6 study materials in Estonian
43,09:54:52,A082,Watched Week 6 lecture recording
43,10:09:46,A005,Viewed Week 6 study materials in Estonian
43,10:10:46,A002,Read a post in the announcements forum
43,10:10:49,A002,Read a post in the announcements forum
43,10:11:14,A002,Started Homework 4 in Estonian
43,10:11:31,A001,Viewed Week 6 study materials in Estonian
43,10:12:41,A064,Read a post in the announcements forum
43,10:12:44,A064,Read a post in the announcements forum
43,10:12:48,A043,Viewed Week 6 study materials in Estonian
43,10:12:50,A064,Viewed Week 6 study materials in Estonian
43,10:14:17,A031,Viewed Week 6 study materials in Estonian
43,10:15:40,A019,Viewed Week 6 study materials in Estonian
43,10:16:40,A006,Viewed Week 6 study materials in Estonian
43,10:17:22,A064,Viewed Week 6 study materials in Estonian
43,10:18:18,A095,Viewed Week 6 study materials in Estonian
43,10:18:36,A095,Viewed Week 6 study materials in Estonian
43,10:18:37,A006,Viewed Week 6 lecture slides
43,10:22:33,A058,Viewed Week 5 study materials in Estonian
43,10:22:39,A058,Viewed Week 6 study materials in Estonian
43,10:23:16,A049,Started Homework 3 in Estonian
43,10:23:45,A026,Viewed Week 4 study materials in English
43,10:23:45,A096,Viewed Week 6 study materials in Estonian
43,10:23:49,A026,Viewed Week 4 study materials in Estonian
43,10:24:00,A002,Viewed Week 5 study materials in Estonian
43,10:24:26,A006,Viewed Week 6 study materials in Estonian
43,10:25:29,A050,Viewed Week 5 study materials in Estonian
43,10:25:44,A050,Viewed Week 5 lecture slides
43,10:35:56,A050,Viewed the course information page
43,10:37:47,A050,Viewed Week 6 study materials in Estonian
43,10:43:23,A026,Submitted Homework 3 in Estonian
43,10:46:01,A096,Viewed Week 6 study materials in Estonian
43,10:46:40,A058,Viewed Week 6 lecture slides
43,10:47:11,A056,Viewed the feedback on Homework 2 in English
43,10:52:49,A065,Viewed the feedback on Homework 2 in Estonian
43,10:52:49,A065,Viewed the feedback on Homework 2 in Estonian
43,11:02:07,A027,Viewed the feedback on Homework 2 in English
43,11:03:30,A006,Viewed Week 5 study materials in Estonian
43,11:03:39,A006,Viewed Week 5 lecture slides
43,11:04:04,A031,Viewed Week 5 study materials in Estonian
43,11:05:00,A019,Viewed Week 6 study materials in Estonian
43,11:07:00,A096,Viewed Week 6 study materials in Estonian
43,11:07:38,A096,Viewed the feedback on Homework 2 in Estonian
43,11:08:37,A006,Viewed Week 6 study materials in Estonian
43,11:08:59,A050,Viewed Week 6 study materials in Estonian
43,11:09:20,A006,Viewed Week 4 lecture slides
43,11:09:24,A096,Viewed Week 5 study materials in English
43,11:09:26,A006,Viewed Week 5 lecture slides
43,11:09:30,A096,Viewed Week 5 study materials in Estonian
43,11:10:08,A080,Started Homework 3 in English
43,11:10:17,A096,Viewed Week 6 study materials in Estonian
43,11:11:12,A006,Viewed Week 6 study materials in Estonian
43,11:12:53,A080,Viewed Week 4 study materials in English
43,11:21:11,A029,Viewed Week 3 study materials in Estonian
43,11:21:15,A017,Viewed the feedback on Homework 2 in English
43,11:24:48,A017,Viewed the feedback on Homework 2 in English
43,11:25:22,A019,Viewed Week 6 study materials in Estonian
43,11:27:27,A019,Viewed Week 5 study materials in Estonian
43,11:27:54,A029,Viewed Week 3 study materials in Estonian
43,11:27:58,A029,Viewed Week 4 study materials in Estonian
43,11:32:55,A021,Viewed Week 6 study materials in English
43,11:32:58,A021,Viewed Week 6 lecture slides
43,11:33:06,A021,Viewed Week 6 study materials in English
43,11:33:15,A019,Viewed Week 5 study materials in Estonian
43,11:41:54,A021,Viewed Week 5 study materials in English
43,11:42:12,A021,Viewed the feedback on Homework 2 in English
43,11:42:12,A021,Viewed the feedback on Homework 2 in English
43,11:42:30,A021,Viewed Week 6 study materials in English
43,11:48:59,A064,Started Homework 4 in Estonian
43,11:51:51,A072,Watched Week 6 lecture recording
43,11:52:41,A099,Started Homework 3 in Estonian
43,12:07:29,A021,Viewed Week 5 study materials in English
43,12:08:05,A021,Viewed Week 6 study materials in English
43,12:09:01,A052,Viewed Week 5 study materials in Estonian
43,12:11:22,A021,Viewed Week 6 lecture slides
43,12:12:36,A080,Submitted Homework 3 in English
43,12:12:57,A080,Viewed the feedback on Homework 2 in English
43,12:13:25,A077,Viewed Week 6 study materials in English
43,12:15:35,A030,Viewed Week 6 study materials in English
43,12:22:34,A082,Viewed Week 6 study materials in Estonian
43,12:24:15,A027,Viewed the dictionary of terms
43,12:24:33,A027,Viewed Week 6 study materials in English
43,12:29:40,A072,Viewed Week 6 study materials in Estonian
43,12:29:51,A020,Viewed Week 6 study materials in Estonian
43,12:30:05,A020,Viewed Week 5 study materials in Estonian
43,12:31:37,A029,Started Homework 4 in Estonian
43,12:34:14,A027,Viewed Week 6 study materials in English
43,12:36:21,A083,Started Homework 3 in Estonian
43,12:36:48,A083,Viewed Week 4 study materials in Estonian
43,12:38:20,A022,Viewed Week 6 study materials in English
43,12:57:37,A083,Viewed Week 3 study materials in Estonian
43,13:01:04,A085,Viewed the feedback on Homework 1 in English
43,13:01:38,A086,Viewed Week 6 study materials in English
43,13:02:03,A085,Viewed the feedback on Homework 2 in English
43,13:03:10,A085,Viewed the feedback on Homework 2 in English
43,13:03:58,A085,Viewed the course information page
43,13:14:11,A083,Viewed Week 3 study materials in Estonian
43,13:14:27,A083,Viewed Week 4 study materials in Estonian
43,13:31:50,A086,Viewed Week 6 study materials in English
43,13:54:38,A052,Viewed the feedback on Homework 2 in Estonian
43,14:10:01,A046,Viewed Week 6 study materials in Estonian
43,14:12:28,A037,Viewed Week 4 study materials in Estonian
43,14:17:12,A084,Viewed Week 6 study materials in Estonian
43,14:20:05,A024,Viewed Week 6 study materials in Estonian
43,14:21:34,A055,Viewed Week 6 study materials in Estonian
43,14:22:31,A101,Viewed Week 6 study materials in Estonian
43,14:23:31,A006,Started Homework 3 in Estonian
43,14:23:56,A083,Viewed Week 6 study materials in Estonian
43,14:24:51,A066,Viewed Week 2 study materials in Estonian
43,14:25:00,A066,Viewed Week 3 study materials in Estonian
43,14:26:09,A029,Submitted Homework 3 in Estonian
43,14:27:05,A037,Viewed Week 4 lecture slides
43,14:27:51,A037,Viewed Week 4 study materials in Estonian
43,14:30:37,A029,Viewed Week 6 study materials in Estonian
43,14:34:07,A018,Started Homework 3 in Estonian
43,14:38:41,A066,Viewed Week 2 study materials in Estonian
43,14:38:57,A066,Viewed Week 4 study materials in Estonian
43,14:40:00,A066,Viewed Week 5 study materials in Estonian
43,14:40:39,A066,Viewed Week 4 study materials in Estonian
43,14:43:43,A049,Viewed Week 4 study materials in Estonian
43,14:44:11,A049,Viewed Week 3 study materials in Estonian
43,14:48:14,A006,Viewed Week 2 study materials in Estonian
43,14:48:26,A006,Viewed Week 3 study materials in Estonian
43,14:48:39,A006,Viewed Week 4 study materials in Estonian
43,14:48:53,A006,Viewed Week 5 study materials in Estonian
43,14:53:36,A085,Started Homework 3 in English
43,14:56:48,A006,Viewed Week 4 study materials in Estonian
43,15:04:45,A084,Viewed Week 5 study materials in Estonian
43,15:05:38,A024,Viewed Week 5 study materials in Estonian
43,15:06:36,A050,Viewed Week 4 study materials in Estonian
43,15:06:57,A103,Started Homework 3 in English
43,15:22:39,A083,Viewed Week 6 study materials in Estonian
43,15:47:32,A091,Started Homework 3 in Estonian
43,15:47:41,A038,Viewed the feedback on Homework 2 in English
43,15:50:28,A066,Viewed Week 3 study materials in Estonian
43,15:50:41,A066,Viewed Week 4 study materials in Estonian
43,15:53:40,A049,Viewed the feedback on Homework 2 in Estonian
43,16:07:59,A005,Viewed Week 4 study materials in Estonian
43,16:08:16,A005,Viewed Week 3 study materials in Estonian
43,16:08:59,A006,Viewed Week 4 lecture slides
43,16:10:33,A006,Viewed Week 4 lecture slides
43,16:11:20,A005,Viewed Week 4 study materials in Estonian
43,16:13:31,A031,Viewed Week 4 study materials in Estonian
43,16:15:51,A044,Viewed the feedback on Homework 2 in Estonian
43,16:35:42,A036,Viewed the feedback on Homework 2 in Estonian
43,16:56:29,A083,Viewed Week 4 study materials in Estonian
43,16:59:45,A091,Submitted Homework 3 in Estonian
43,17:06:38,A036,Viewed Week 4 study materials in Estonian
43,17:07:36,A036,Viewed Week 3 study materials in Estonian
43,17:08:06,A036,Viewed Week 3 study materials in English
43,17:11:11,A085,Viewed the feedback on Homework 2 in English
43,17:25:38,A008,Read a post in the announcements forum
43,17:25:53,A008,Viewed the feedback on Homework 2 in Estonian
43,17:26:07,A008,Started Homework 3 in Estonian
43,18:01:37,A086,Viewed Week 6 study materials in English
43,18:04:45,A008,Submitted Homework 3 in Estonian
43,18:11:38,A075,Started Homework 3 in Estonian
43,18:16:31,A085,Viewed the course information page
43,18:28:18,A085,Submitted Homework 3 in English
43,18:41:27,A023,Started Homework 3 in Estonian
43,18:43:13,A075,Viewed Week 4 study materials in Estonian
43,18:43:21,A075,Viewed Week 4 study materials in English
43,18:52:43,A034,Viewed the feedback on Homework 2 in English
43,18:53:19,A034,Viewed the feedback on Homework 2 in Estonian
43,18:53:52,A034,Viewed Week 4 study materials in English
43,19:19:05,A001,Viewed Week 5 study materials in Estonian
43,19:19:11,A001,Viewed Week 4 study materials in Estonian
43,19:38:23,A106,Watched Week 6 lecture recording
43,19:39:50,A001,Viewed Week 3 study materials in Estonian
43,19:45:24,A034,Started Homework 3 in Estonian
43,19:46:34,A011,Viewed the feedback on Homework 2 in Estonian
43,20:14:21,A064,Viewed Week 4 study materials in English
43,20:14:25,A064,Viewed Week 4 study materials in Estonian
43,20:14:51,A064,Viewed Week 4 study materials in English
43,20:18:50,A106,Started Homework 3 in English
43,20:21:18,A029,Viewed Week 5 study materials in Estonian
43,20:23:56,A011,Started Homework 3 in Estonian
43,20:30:47,A052,Viewed the feedback on Homework 2 in Estonian
43,20:36:39,A097,Started Homework 3 in English
43,20:37:15,A106,Viewed Week 2 lecture slides
43,20:37:19,A106,Viewed Week 2 study materials in English
43,20:37:31,A083,Viewed Week 4 study materials in English
43,20:40:31,A097,Viewed Week 6 study materials in Estonian
43,20:54:50,A106,Viewed Week 1 study materials in English
43,21:03:33,A005,Viewed Week 4 study materials in Estonian
43,21:17:35,A083,Viewed Week 5 study materials in Estonian
43,21:18:26,A083,Viewed Week 4 study materials in Estonian
43,21:22:55,A019,Submitted Homework 4 in Estonian
43,21:24:21,A019,Watched Week 6 lecture recording
43,21:26:13,A067,Started Homework 4 in Estonian
43,21:26:47,A067,Viewed the course information page
43,21:27:34,A067,Viewed the course information page
43,21:32:23,A083,Viewed Week 4 lecture slides
43,21:39:20,A020,Submitted Homework 3 in Estonian
43,21:51:40,A106,Submitted Homework 3 in English
43,21:53:16,A082,Viewed the feedback on Homework 2 in Estonian
43,22:00:58,A067,Viewed Week 6 study materials in Estonian
43,22:20:13,A075,Viewed Week 5 study materials in English
43,22:20:26,A075,Viewed sample solutions of Homework 2
43,22:20:39,A075,Viewed sample solutions of Homework 2
43,22:21:15,A075,Viewed Week 4 study materials in Estonian
43,22:24:37,A005,Viewed Week 4 study materials in Estonian
43,22:53:30,A041,Viewed Week 6 study materials in Estonian
43,22:55:03,A034,Viewed Week 2 study materials in English
43,23:09:22,A060,Viewed the feedback on Homework 2 in Estonian
43,23:09:33,A075,Submitted Homework 3 in Estonian
43,23:09:35,A007,Viewed the feedback on Homework 2 in Estonian
43,23:10:38,A005,Submitted Homework 3 in Estonian
43,23:10:40,A041,Viewed Week 6 study materials in Estonian
43,23:11:34,A005,Viewed the feedback on Homework 1 in Estonian
43,23:14:39,A041,Viewed the course information page
43,23:15:40,A041,Viewed Week 1 study materials in Estonian
43,23:21:53,A061,Started Homework 3 in Estonian
43,23:22:41,A061,Viewed Week 4 study materials in Estonian
43,23:22:49,A061,Viewed Week 4 study materials in Estonian
43,23:27:25,A061,Viewed Week 4 study materials in Estonian
43,23:27:32,A061,Viewed Week 3 study materials in Estonian
43,23:27:54,A082,Viewed the feedback on Homework 2 in Estonian
43,23:32:04,A061,Viewed Week 4 study materials in Estonian
43,23:42:27,A039,Viewed Week 6 study materials in Estonian
43,23:44:54,A060,Viewed Week 5 lecture slides
43,23:45:10,A060,Viewed Week 4 lecture slides
43,23:59:21,A041,Viewed the feedback on Homework 2 in Estonian
43,23:59:42,A041,Viewed the feedback on Homework 2 in Estonian
44,00:13:33,A038,Viewed the feedback on Homework 2 in English
44,00:48:46,A045,Viewed the feedback on Homework 2 in English
44,01:10:47,A092,Viewed Week 6 study materials in Estonian
44,02:11:08,A034,Submitted Homework 3 in Estonian
44,03:25:37,A045,Viewed the feedback on Homework 2 in English
44,09:33:44,A003,Viewed the feedback on Homework 2 in Estonian
44,09:35:40,A064,Viewed Week 4 study materials in Estonian
44,09:39:22,A048,Viewed Week 5 study materials in Estonian
44,09:42:45,A064,Viewed Week 4 study materials in English
44,09:42:46,A064,Viewed Week 4 study materials in Estonian
44,10:10:33,A081,Viewed Week 6 study materials in Estonian
44,10:11:16,A019,Viewed the feedback on Homework 2 in Estonian
44,10:12:26,A039,Viewed Week 6 study materials in Estonian
44,10:12:38,A015,Viewed Week 6 study materials in Estonian
44,10:13:21,A023,Viewed Week 6 study materials in Estonian
44,10:15:38,A057,Viewed Week 6 study materials in Estonian
44,10:16:13,A049,Viewed Week 5 study materials in Estonian
44,10:16:38,A049,Viewed Week 6 study materials in Estonian
44,10:17:21,A002,Viewed Week 6 study materials in Estonian
44,10:17:58,A037,Viewed Week 6 study materials in Estonian
44,10:23:09,A097,Viewed Week 6 study materials in Estonian
44,10:25:50,A023,Viewed the feedback on Homework 2 in Estonian
44,10:32:00,A064,Viewed Week 4 lecture slides
44,10:32:04,A064,Viewed Week 4 lecture slides
44,10:32:31,A064,Viewed Week 3 lecture slides
44,10:36:21,A048,Viewed Week 5 study materials in Estonian
44,10:36:22,A022,Started Homework 3 in English
44,10:41:03,A022,Viewed Week 4 study materials in English
44,10:41:54,A022,Viewed Week 3 study materials in English
44,10:50:31,A061,Viewed Week 6 study materials in Estonian
44,10:57:09,A068,Started Homework 3 in Estonian
44,11:06:20,A061,Viewed Week 6 study materials in Estonian
44,11:07:08,A061,Viewed sample solutions of Homework 2
44,11:07:31,A049,Viewed Week 6 lecture slides
44,11:11:10,A049,Viewed Week 6 lecture slides
44,11:16:26,A103,Viewed Week 2 study materials in English
44,11:39:57,A048,Viewed the feedback on Homework 2 in English
44,11:43:32,A044,Started Homework 3 in Estonian
44,11:45:11,A064,Viewed Week 3 lecture slides
44,11:45:15,A064,Viewed Week 3 lecture slides
44,11:45:19,A064,Viewed Week 3 study materials in Estonian
44,11:56:15,A074,Read a post in the announcements forum
44,11:57:04,A074,Viewed the feedback on Homework 1 in Estonian
44,12:09:13,A074,Viewed Week 4 study materials in Estonian
44,12:09:53,A074,Watched Week 4 lecture recording
44,12:13:38,A061,Viewed Week 6 study materials in English
44,12:15:00,A061,Viewed Week 6 study materials in Estonian
44,12:15:33,A061,Viewed Week 6 study materials in English
44,12:15:52,A061,Viewed Week 6 study materials in Estonian
44,12:20:24,A071,Viewed Week 6 study materials in English
44,12:28:34,A063,Started Homework 3 in Estonian
44,12:30:18,A038,Viewed Week 4 study materials in English
44,12:34:58,A028,Viewed Week 3 study materials in Estonian
44,12:35:11,A028,Viewed Week 4 lecture slides
44,12:35:18,A028,Viewed Week 2 lecture slides
44,12:37:29,A064,Viewed Week 4 lecture slides
44,12:48:30,A096,Viewed the feedback on Homework 2 in Estonian
44,12:56:30,A074,Started Homework 3 in English
44,13:01:43,A074,Submitted Homework 3 in Estonian
44,13:02:08,A074,Viewed the feedback on Homework 2 in Estonian
44,13:02:12,A063,Viewed Week 4 study materials in Estonian
44,13:03:08,A074,Viewed the feedback on Homework 1 in Estonian
44,13:07:26,A074,Started Homework 4 in Estonian
44,13:09:48,A020,Viewed Week 4 study materials in Estonian
44,13:09:52,A028,Viewed Week 4 lecture slides
44,13:11:18,A027,Viewed Week 5 lecture slides
44,13:11:36,A080,Watched Week 5 lecture recording
44,13:14:21,A074,Viewed the feedback on Homework 1 in Estonian
44,13:14:42,A074,Viewed sample solutions of Homework 2
44,13:14:49,A028,Submitted Homework 3 in Estonian
44,13:14:58,A074,Viewed sample solutions of Homework 1
44,13:15:54,A028,Read a post in the announcements forum
44,13:17:38,A028,Read a post in the announcements forum
44,13:21:12,A028,Read a post in the announcements forum
44,13:21:23,A028,Read a post in the announcements forum
44,13:23:50,A064,Viewed the feedback on Homework 2 in Estonian
44,13:26:01,A038,Viewed sample solutions of Homework 2
44,13:26:10,A038,Viewed sample solutions of Homework 1
44,13:33:11,A028,Read a post in the announcements forum
44,13:34:18,A071,Viewed the course information page
44,13:35:24,A027,Viewed Week 5 study materials in English
44,13:41:23,A022,Viewed Week 4 study materials in English
44,13:43:56,A028,Viewed Week 5 lecture slides
44,13:44:17,A064,Viewed Week 5 study materials in Estonian
44,13:49:08,A028,Viewed Week 6 lecture slides
44,13:49:48,A028,Viewed Week 6 study materials in Estonian
44,13:50:27,A064,Viewed Week 5 study materials in Estonian
44,13:50:32,A064,Viewed Week 6 study materials in Estonian
44,13:58:11,A036,Viewed the feedback on Homework 2 in Estonian
44,14:03:09,A052,Viewed the feedback on Homework 2 in Estonian
44,14:03:35,A052,Submitted Homework 3 in Estonian
44,14:07:21,A028,Read a post in the announcements forum
44,14:07:40,A028,Viewed Week 5 study materials in Estonian
44,14:08:06,A052,Viewed the feedback on Homework 1 in Estonian
44,14:13:37,A046,Read a post in the announcements forum
44,14:13:59,A046,Read a post in the announcements forum
44,14:25:28,A096,Viewed Week 4 lecture slides
44,14:25:34,A096,Viewed Week 4 study materials in Estonian
44,14:25:58,A096,Viewed Week 3 study materials in Estonian
44,14:29:48,A061,Viewed Week 4 study materials in Estonian
44,14:30:03,A061,Viewed Week 3 study materials in Estonian
44,14:30:36,A018,Viewed Week 4 lecture slides
44,14:30:57,A018,Viewed Week 3 lecture slides
44,14:34:31,A031,Viewed Week 4 study materials in Estonian
44,14:34:44,A031,Viewed Week 4 study materials in Estonian
44,14:35:18,A031,Viewed Week 4 study materials in Estonian
44,14:39:26,A096,Viewed Week 2 study materials in Estonian
44,14:40:01,A061,Viewed Week 3 study materials in Estonian
44,14:40:09,A061,Viewed Week 2 study materials in Estonian
44,14:40:33,A083,Viewed Week 4 lecture slides
44,14:40:53,A083,Viewed Week 4 study materials in Estonian
44,14:41:58,A018,Viewed Week 4 lecture slides
44,14:42:02,A018,Viewed Week 4 study materials in Estonian
44,14:42:20,A096,Read a post in the announcements forum
44,14:42:26,A096,Read a post in the announcements forum
44,14:45:59,A019,Read a post in the announcements forum
44,14:47:54,A083,Viewed Week 4 study materials in English
44,14:49:00,A083,Viewed Week 4 study materials in Estonian
44,14:50:01,A058,Read a post in the announcements forum
44,14:50:42,A058,Viewed the feedback on Homework 2 in Estonian
44,14:55:21,A031,Viewed Week 4 study materials in English
44,14:55:27,A031,Viewed Week 4 lecture slides
44,14:56:35,A079,Viewed Week 4 study materials in English
44,14:56:48,A079,Viewed Week 4 study materials in Estonian
44,14:57:03,A079,Viewed Week 3 study materials in Estonian
44,14:59:04,A018,Viewed Week 2 lecture slides
44,15:00:41,A018,Viewed Week 4 lecture slides
44,15:01:00,A018,Viewed Week 4 study materials in Estonian
44,15:01:23,A061,Viewed Week 1 study materials in Estonian
44,15:03:36,A031,Viewed Week 4 study materials in English
44,15:03:49,A031,Viewed Week 4 study materials in Estonian
44,15:08:18,A079,Viewed Week 2 study materials in Estonian
44,15:13:38,A002,Viewed Week 5 study materials in Estonian
44,15:16:22,A014,Viewed Week 3 lecture slides
44,15:16:34,A014,Viewed Week 4 lecture slides
44,15:17:30,A031,Submitted Homework 3 in Estonian
44,15:22:45,A014,Submitted Homework 3 in Estonian
44,15:25:48,A083,Viewed Week 4 study materials in English
44,15:27:16,A083,Viewed Week 4 study materials in Estonian
44,15:27:18,A096,Viewed Week 2 lecture slides
44,15:27:57,A096,Viewed Week 3 lecture slides
44,15:37:35,A102,Started Homework 3 in Estonian
44,15:39:29,A060,Viewed Week 4 lecture slides
44,16:06:53,A022,Viewed Week 4 study materials in English
44,16:08:17,A100,Started Homework 3 in Estonian
44,16:08:21,A099,Viewed Week 4 study materials in Estonian
44,16:10:31,A099,Viewed Week 4 lecture slides
44,16:29:24,A104,Started Homework 3 in Estonian
44,16:31:31,A054,Viewed Week 3 study materials in Estonian
44,16:32:02,A069,Read a post in the announcements forum
44,16:32:30,A069,Viewed the feedback on Homework 2 in English
44,16:33:26,A081,Started Homework 3 in Estonian
44,16:34:16,A069,Started Homework 3 in English
44,16:34:17,A104,Viewed Week 4 study materials in Estonian
44,16:34:57,A104,Viewed Week 3 study materials in Estonian
44,16:35:16,A099,Viewed Week 3 study materials in Estonian
44,16:36:10,A099,Viewed Week 4 study materials in English
44,16:36:15,A099,Viewed Week 4 study materials in Estonian
44,16:37:28,A022,Submitted Homework 3 in English
44,16:38:01,A090,Submitted Homework 3 in Estonian
44,16:39:12,A104,Viewed Week 4 study materials in Estonian
44,16:40:12,A069,Viewed Week 4 study materials in English
44,16:40:15,A069,Viewed Week 4 lecture slides
44,16:43:48,A099,Started Homework 3 in English
44,16:44:46,A102,Viewed Week 4 study materials in Estonian
44,16:46:04,A069,Watched Week 4 lecture recording
44,16:47:45,A036,Submitted Homework 3 in Estonian
44,16:49:36,A063,Submitted Homework 3 in Estonian
44,16:50:07,A102,Viewed Week 3 study materials in Estonian
44,16:50:13,A068,Viewed Week 4 lecture slides
44,16:50:21,A068,Viewed Week 4 study materials in Estonian
44,16:50:57,A054,Submitted Homework 3 in Estonian
44,16:52:34,A081,Viewed Week 3 study materials in Estonian
44,16:56:35,A054,Viewed the feedback on Homework 1 in Estonian
44,16:58:44,A104,Viewed Week 2 lecture slides
44,16:59:19,A060,Viewed the course information page
44,17:00:07,A102,Viewed Week 4 study materials in Estonian
44,17:01:15,A060,Viewed Week 4 lecture slides
44,17:01:16,A060,Viewed Week 4 study materials in Estonian
44,17:01:41,A071,Started Homework 3 in English
44,17:02:56,A104,Viewed Week 3 lecture slides
44,17:03:58,A102,Viewed Week 3 study materials in Estonian
44,17:07:50,A102,Viewed Week 4 study materials in Estonian
44,17:14:29,A032,Started Homework 3 in English
44,17:17:02,A018,Viewed Week 3 study materials in English
44,17:17:22,A018,Viewed Week 4 study materials in Estonian
44,17:30:11,A023,Viewed Week 4 study materials in Estonian
44,17:35:26,A017,Viewed Week 4 study materials in English
44,17:35:26,A017,Viewed Week 4 study materials in English
44,17:35:48,A017,Viewed Week 3 study materials in English
44,17:37:28,A068,Submitted Homework 3 in Estonian
44,17:41:23,A017,Viewed Week 2 study materials in English
44,17:44:41,A027,Viewed Week 5 lecture slides
44,17:44:54,A102,Viewed Week 2 study materials in Estonian
44,17:45:58,A017,Viewed Week 3 study materials in English
44,17:46:10,A017,Viewed Week 4 study materials in English
44,17:54:24,A032,Submitted Homework 3 in English
44,17:58:56,A081,Viewed Week 4 study materials in Estonian
44,17:59:34,A102,Viewed Week 4 study materials in Estonian
44,18:00:28,A104,Submitted Homework 3 in Estonian
44,18:06:04,A055,Submitted Homework 3 in Estonian
44,18:06:34,A003,Viewed Week 4 study materials in Estonian
44,18:06:52,A003,Viewed Week 3 study materials in Estonian
44,18:09:14,A102,Viewed Week 2 study materials in Estonian
44,18:11:07,A027,Viewed the course information page
44,18:12:25,A038,Submitted Homework 3 in English
44,18:13:01,A027,Viewed the course information page
44,18:14:11,A027,Viewed Week 5 study materials in English
44,18:14:58,A102,Viewed Week 4 study materials in Estonian
44,18:18:46,A023,Viewed Week 4 lecture slides
44,18:19:15,A023,Viewed Week 3 lecture slides
44,18:19:29,A023,Viewed Week 2 lecture slides
44,18:23:25,A044,Viewed Week 4 lecture slides
44,18:26:08,A096,Viewed Week 4 lecture slides
44,18:29:36,A044,Viewed Week 3 lecture slides
44,18:30:09,A003,Viewed Week 2 study materials in Estonian
44,18:31:54,A010,Started Homework 3 in Estonian
44,18:36:05,A055,Viewed the feedback on Homework 2 in Estonian
44,18:36:48,A095,Started Homework 3 in English
44,18:41:33,A102,Viewed Week 4 study materials in English
44,18:44:17,A003,Viewed Week 1 study materials in Estonian
44,18:48:56,A023,Viewed Week 2 lecture slides
44,18:49:23,A102,Viewed Week 4 study materials in Estonian
44,18:51:28,A017,Viewed Week 2 study materials in English
44,18:51:36,A044,Viewed Week 2 lecture slides
44,18:52:40,A017,Viewed the course information page
44,18:57:34,A095,Submitted Homework 3 in Estonian
44,18:58:19,A095,Started Homework 4 in Estonian
44,19:01:20,A030,Viewed the feedback on Homework 2 in English
44,19:04:43,A017,Viewed Week 1 study materials in English
44,19:04:59,A066,Read a post in the announcements forum
44,19:05:13,A066,Started Homework 4 in Estonian
44,19:11:40,A057,Read a post in the announcements forum
44,19:12:12,A102,Viewed Week 2 study materials in Estonian
44,19:19:05,A023,Viewed Week 4 lecture slides
44,19:20:13,A023,Viewed Week 4 study materials in Estonian
44,19:20:24,A066,Submitted Homework 3 in Estonian
44,19:26:18,A023,Submitted Homework 3 in Estonian
